anchor_product_id,recommended_product_id,co_orders,anchor_orders,recommended_orders,confidence,lift,anchor_category,recommended_category,recommended_qty_sold,recommended_revenue,score_affinity
dfb97c88e066dc22165f31648efe1312,a50acd33ba7a8da8e9db65094fa990a4,5,34,77,0.14705882352941177,181.68067226890756,automotivo,automotivo,78,9149.4,0.45808220013696666
dfb97c88e066dc22165f31648efe1312,f67ad6b3366ae186b8d29087e6d5ebd0,1,34,15,0.029411764705882353,186.52549019607844,automotivo,automotivo,15,428.3,0.3619677030905545
dfc9d9ea4c2fbabe7abb0066097d9905,0bcc3eeca39e1064258aa1e932269894,1,5,100,0.2,190.256,cama_mesa_banho,ferramentas_jardim,115,6220.9,0.4959875340187669
e034c021254ff4d8da4e936e047967af,c211ff3068fcd2f8898192976d8b3a32,1,5,34,0.2,559.5764705882353,beleza_saude,cama_mesa_banho,38,946.1999999999999,0.47856310788758466
e06f99e79036d681effa3de75989bf22,5403528d987ad26e8d7cb25940411987,1,24,28,0.041666666666666664,141.5595238095238,relogios_presentes,relogios_presentes,28,1369.0,0.37882721188525437
e06f99e79036d681effa3de75989bf22,e84997d75938765ef99930f908ceedf4,1,24,22,0.041666666666666664,180.16666666666666,relogios_presentes,papelaria,23,2922.8,0.375802122993028
e0cf79767c5b016251fe139915c59a26,0a4093a4af429dc0a9334300e5c13ae5,4,131,40,0.030534351145038167,72.61679389312977,beleza_saude,beleza_saude,44,1315.6,0.3791712275493198
e0cf79767c5b016251fe139915c59a26,aadff88486740e0b0ebe2be6c09476ae,1,131,40,0.007633587786259542,18.15419847328244,beleza_saude,beleza_saude,40,1196.0,0.363942691806447
e0cf79767c5b016251fe139915c59a26,c211ff3068fcd2f8898192976d8b3a32,1,131,34,0.007633587786259542,21.357880556802876,beleza_saude,cama_mesa_banho,38,946.1999999999999,0.3631432605593404
e0cf79767c5b016251fe139915c59a26,3c883b9d3fd2d0ce448d4136349dc0a4,1,131,17,0.007633587786259542,42.71576111360575,beleza_saude,cama_mesa_banho,20,1090.97,0.35324773717246416
e0cf79767c5b016251fe139915c59a26,0a9a9c25c5a06532d1766e00db833a7f,1,131,14,0.007633587786259542,51.86913849509269,beleza_saude,beleza_saude,15,224.58,0.34890079693878073
e0cf79767c5b016251fe139915c59a26,6abd84909e8ed79ef808c16f90b91093,1,131,12,0.007633587786259542,60.51399491094148,beleza_saude,beleza_saude,14,418.59999999999997,0.3478691297412934
