anchor_product_id,recommended_product_id,co_orders,anchor_orders,recommended_orders,support,confidence_anchor_to_recommended,confidence_recommended_to_anchor,lift
2ff995aead9c63a1f37a07b3664ead37,53a72a0b6feec4a5cb40c5c79374b471,1,37,9,1.051215204776722e-05,0.02702702702702703,0.1111111111111111,285.66966966966964
566a4f2c4385f36d15c00dfcaae132d1,62ad9a8972411e333e16347051a98e2a,1,42,8,1.051215204776722e-05,0.023809523809523808,0.125,283.1190476190476
4d272fe20c57c64dc74b3db191fc31ef,642a40d4d73b4b2604968937de13634a,1,16,21,1.051215204776722e-05,0.0625,0.047619047619047616,283.1190476190476
51250f90d798d377a1928e8a4e2e9ae1,75c06ee06b201f9b6301d2b5e72993f8,1,12,28,1.051215204776722e-05,0.08333333333333333,0.03571428571428571,283.1190476190476
817e1c2d22418c36386406ccacfa53e8,a155b4eeffbbec8a728eb1ad73705153,1,31,11,1.051215204776722e-05,0.03225806451612903,0.09090909090909091,278.96774193548384
1600dcf1cea8c0c83702e07b577ab231,e57eb018e37376580079825eb29a3419,2,36,19,2.102430409553444e-05,0.05555555555555555,0.10526315789473684,278.15204678362574
2b2d98d1e9b6f68a472c5ace64d704fa,d5991653e037ccb7af6ed7d94246b249,1,6,57,1.051215204776722e-05,0.16666666666666666,0.017543859649122806,278.15204678362574
d5991653e037ccb7af6ed7d94246b249,f3720bc68555b1bff49b9ffd41b017ac,1,57,6,1.051215204776722e-05,0.017543859649122806,0.16666666666666666,278.15204678362574
72172e982e8b92155069e4201c92c0bb,9483476ac5b7549f7df5ff12fb6fb5d9,1,43,8,1.051215204776722e-05,0.023255813953488372,0.125,276.5348837209302
283dc451ad3918badb976d56ff887289,aa36c2127048efdcd47f4ad5b6b68810,1,32,11,1.051215204776722e-05,0.03125,0.09090909090909091,270.25
4cc8bfa581f41841ce5e24aba773a44a,c354569eefd558bf201d0aedf35608ed,1,32,11,1.051215204776722e-05,0.03125,0.09090909090909091,270.25
0f91b6a95a57a43203a9b17de98960d9,fbc1488c1a1e72ba175f53ab29a248e8,2,13,55,2.102430409553444e-05,0.15384615384615385,0.03636363636363636,266.0923076923077
014a8a503291921f7b004a5215bb3c36,8d98dedc3c19de17f1a090195e85d6b6,1,18,20,1.051215204776722e-05,0.05555555555555555,0.05,264.24444444444447
0a4093a4af429dc0a9334300e5c13ae5,bb48c8fda6bcf73c9a0178fd1a1a366d,1,40,9,1.051215204776722e-05,0.025,0.1111111111111111,264.24444444444447
5d0a7cb413c5b59233c57177fe2f20b0,dd6a505f83dd3c6326aa9856519e0978,1,10,36,1.051215204776722e-05,0.1,0.027777777777777776,264.24444444444447
aa70ae9ee9a798d44ae6e00ce6d82cb1,f889fb87b505b73de10c18b93352469f,1,18,20,1.051215204776722e-05,0.05555555555555555,0.05,264.24444444444447
ba74c6b75d2ad7503175809688d5a03c,c5b72065154ec27c2d1ed8a654c3348f,2,25,29,2.102430409553444e-05,0.08,0.06896551724137931,262.42206896551727
2136c70bbe723d338fab53da3c03e6dc,a84d0660dbffebf352aefbf1a6b18d00,3,84,13,3.1536456143301656e-05,0.03571428571428571,0.23076923076923078,261.34065934065933
09b0d15a8cc9a84e7af7e0225f67dc45,810e2944bca9850b934e1570ba372e7d,1,14,26,1.051215204776722e-05,0.07142857142857142,0.038461538461538464,261.34065934065933
