anchor_category,recommended_category,co_orders,anchor_orders,recommended_orders,support,confidence_anchor_to_recommended,confidence_recommended_to_anchor,lift
cama_mesa_banho,pet_shop,1,9271,1688,1.051215204776722e-05,0.00010786322942508899,0.0005924170616113745,0.006078680858264138
beleza_saude,fashion_bolsas_e_acessorios,1,8648,1821,1.051215204776722e-05,0.00011563367252543941,0.0005491488193300384,0.0060406370126304225
relogios_presentes,utilidades_domesticas,2,5493,5743,2.102430409553444e-05,0.0003640997633351538,0.00034825004353125546,0.006031008582020984
esporte_lazer,moveis_decoracao,3,7528,6303,3.1536456143301656e-05,0.00039851222104144525,0.00047596382674916705,0.006014543957358497
beleza_saude,relogios_presentes,3,8648,5493,3.1536456143301656e-05,0.0003469010175763182,0.0005461496450027307,0.006007646095030038
esporte_lazer,informatica_acessorios,3,7528,6529,3.1536456143301656e-05,0.00039851222104144525,0.00045948843620768876,0.005806351748082495
perfumaria,relogios_presentes,1,3088,5493,1.051215204776722e-05,0.0003238341968911917,0.0001820498816675769,0.0056081739453605105
esporte_lazer,papelaria,1,7528,2264,1.051215204776722e-05,0.00013283740701381508,0.00044169611307420494,0.0055815180452341885
brinquedos,cama_mesa_banho,2,3804,9271,2.102430409553444e-05,0.0005257623554153522,0.00021572645885017797,0.005394749363170276
automotivo,cama_mesa_banho,2,3809,9271,2.102430409553444e-05,0.0005250721974271463,0.00021572645885017797,0.005387667780913555
beleza_saude,telefonia,2,8648,4092,2.102430409553444e-05,0.00023126734505087883,0.0004887585532746823,0.005376344086021506
perfumaria,utilidades_domesticas,1,3088,5743,1.051215204776722e-05,0.0003238341968911917,0.00017412502176562773,0.0053640430927851795
beleza_saude,moveis_decoracao,3,8648,6303,3.1536456143301656e-05,0.0003469010175763182,0.00047596382674916705,0.005235602094240838
eletronicos,esporte_lazer,1,2517,7528,1.051215204776722e-05,0.0003972983710766786,0.00013283740701381508,0.005020483454275011
cool_stuff,utilidades_domesticas,1,3556,5743,1.051215204776722e-05,0.00028121484814398203,0.00017412502176562773,0.004658089164938311
brinquedos,relogios_presentes,1,3804,5493,1.051215204776722e-05,0.0002628811777076761,0.0001820498816675769,0.004552587051333663
automotivo,relogios_presentes,1,3809,5493,1.051215204776722e-05,0.00026253609871357313,0.0001820498816675769,0.004546610959116108
bebes,esporte_lazer,1,2808,7528,1.051215204776722e-05,0.00035612535612535614,0.00013283740701381508,0.004500198309975143
bebes,beleza_saude,1,2808,8648,1.051215204776722e-05,0.00035612535612535614,0.00011563367252543941,0.003917378917378918
cool_stuff,esporte_lazer,1,3556,7528,1.051215204776722e-05,0.00028121484814398203,0.00013283740701381508,0.00355358741687576
cama_mesa_banho,perfumaria,1,9271,3088,1.051215204776722e-05,0.00010786322942508899,0.0003238341968911917,0.00332280223081278
beleza_saude,brinquedos,1,8648,3804,1.051215204776722e-05,0.00011563367252543941,0.0002628811777076761,0.0028916929547844372
automotivo,beleza_saude,1,3809,8648,1.051215204776722e-05,0.00026253609871357313,0.00011563367252543941,0.002887897085849304
informatica_acessorios,relogios_presentes,1,6529,5493,1.051215204776722e-05,0.00015316281206922958,0.0001820498816675769,0.002652479881034348
informatica_acessorios,moveis_decoracao,1,6529,6303,1.051215204776722e-05,0.00015316281206922958,0.00015865460891638903,0.0023116090729052314
beleza_saude,utilidades_domesticas,1,8648,5743,1.051215204776722e-05,0.00011563367252543941,0.00017412502176562773,0.001915375239421905
beleza_saude,informatica_acessorios,1,8648,6529,1.051215204776722e-05,0.00011563367252543941,0.00015316281206922958,0.0016847909327615256
cama_mesa_banho,informatica_acessorios,1,9271,6529,1.051215204776722e-05,0.00010786322942508899,0.00015316281206922958,0.0015715750174222492
cama_mesa_banho,esporte_lazer,1,9271,7528,1.051215204776722e-05,0.00010786322942508899,0.00013283740701381508,0.0013630198311304284
