anchor_category,recommended_category,co_orders,anchor_orders,recommended_orders,support,confidence_anchor_to_recommended,confidence_recommended_to_anchor,lift
cool_stuff,relogios_presentes,2,3556,5493,2.102430409553444e-05,0.0005624296962879641,0.0003640997633351538,0.009740180620513643
automotivo,utilidades_domesticas,2,3809,5743,2.102430409553444e-05,0.0005250721974271463,0.00034825004353125546,0.008697382552124249
relogios_presentes,telefonia,2,5493,4092,2.102430409553444e-05,0.0003640997633351538,0.0004887585532746823,0.008464340734737662
cama_mesa_banho,eletronicos,2,9271,2517,2.102430409553444e-05,0.00021572645885017797,0.0007945967421533572,0.008153208811084518
automotivo,moveis_decoracao,2,3809,6303,2.102430409553444e-05,0.0005250721974271463,0.00031730921783277807,0.007924649848778291
esporte_lazer,pet_shop,1,7528,1688,1.051215204776722e-05,0.00013283740701381508,0.0005924170616113745,0.007486111880574764
ferramentas_jardim,telefonia,1,3447,4092,1.051215204776722e-05,0.0002901073397156948,0.00024437927663734115,0.006744215789949808
eletronicos,utilidades_domesticas,1,2517,5743,1.051215204776722e-05,0.0003972983710766786,0.00017412502176562773,0.006580915800763065
beleza_saude,pet_shop,1,8648,1688,1.051215204776722e-05,0.00011563367252543941,0.0005924170616113745,0.006516587677725118
beleza_saude,cool_stuff,2,8648,3556,2.102430409553444e-05,0.00023126734505087883,0.0005624296962879641,0.006186726659167604
bebes,relogios_presentes,1,2808,5493,1.051215204776722e-05,0.00035612535612535614,0.0001820498816675769,0.0061673935695417586
brinquedos,telefonia,1,3804,4092,1.051215204776722e-05,0.0002628811777076761,0.00024437927663734115,0.006111280711870923
